Employee ID,Total No of Employees,Job Level before FY20 promotions,Job Level after FY20 promotions,Job Level after FY21 promotions,Total Promotion,FY19 Performance Rating,FY20 Performance Rating
469,, Executive, Executive, Executive,0,,
469,, Executive, Executive,Resigned,0,,
469,1, Junior Officer, Junior Officer, Junior Officer,0,3,2
469,, Junior Officer, Junior Officer, Senior Officer,0,,
469,, Junior Officer, Junior Officer,Resigned,0,,
469,, Junior Officer, Senior Officer, Manager,0,,
469,, Junior Officer, Senior Officer, Senior Officer,0,,
469,, Manager, Manager, Manager,0,,
469,, Manager, Manager, Senior Manager,0,,
469,, Manager, Manager,Resigned,0,,
469,, Manager, Senior Manager, Director,0,,
469,, Manager, Senior Manager, Senior Manager,0,,
469,, Senior Manager, Director, Director,0,,
469,, Senior Manager, Senior Manager, Director,0,,
469,, Senior Manager, Senior Manager, Senior Manager,0,,
469,, Senior Manager, Senior Manager,Resigned,0,,
469,, Senior Officer, Manager, Manager,0,,
469,, Senior Officer, Manager, Senior Manager,0,,
469,, Senior Officer, Senior Officer, Manager,0,,
469,, Senior Officer, Senior Officer, Senior Officer,0,,
469,, Senior Officer, Senior Officer,Resigned,0,,
469,,Newly Hired, Director, Director,0,,
469,,Newly Hired, Executive, Executive,0,,
469,,Newly Hired, Junior Officer, Junior Officer,0,,
469,,Newly Hired, Manager, Manager,0,,
469,,Newly Hired, Senior Manager, Senior Manager,0,,
469,,Newly Hired, Senior Officer, Senior Officer,0,,
470,, Director, Director, Director,0,,
470,, Director, Director, Executive,0,,
470,, Director, Director,Resigned,0,,
470,, Director, Executive, Executive,0,,
470,, Executive, Executive, Executive,0,,
470,, Executive, Executive,Resigned,0,,
470,1, Junior Officer, Junior Officer, Junior Officer,0,3,2
470,, Junior Officer, Junior Officer, Senior Officer,0,,
470,, Junior Officer, Junior Officer,Resigned,0,,
470,, Junior Officer, Senior Officer, Manager,0,,
470,, Junior Officer, Senior Officer, Senior Officer,0,,
470,, Manager, Manager, Manager,0,,
470,, Manager, Manager, Senior Manager,0,,
470,, Manager, Manager,Resigned,0,,
470,, Manager, Senior Manager, Director,0,,
470,, Manager, Senior Manager, Senior Manager,0,,
470,, Senior Manager, Director, Director,0,,
470,, Senior Manager, Senior Manager, Director,0,,
470,, Senior Manager, Senior Manager, Senior Manager,0,,
470,, Senior Manager, Senior Manager,Resigned,0,,
470,, Senior Officer, Manager, Manager,0,,
470,, Senior Officer, Manager, Senior Manager,0,,
470,, Senior Officer, Senior Officer, Manager,0,,
470,, Senior Officer, Senior Officer, Senior Officer,0,,
470,, Senior Officer, Senior Officer,Resigned,0,,
470,,Newly Hired, Director, Director,0,,
470,,Newly Hired, Executive, Executive,0,,
470,,Newly Hired, Junior Officer, Junior Officer,0,,
470,,Newly Hired, Manager, Manager,0,,
470,,Newly Hired, Senior Manager, Senior Manager,0,,
470,,Newly Hired, Senior Officer, Senior Officer,0,,
471,, Director, Director, Director,0,,
471,, Director, Director, Executive,0,,
471,, Director, Director,Resigned,0,,
471,, Director, Executive, Executive,0,,
471,, Executive, Executive, Executive,0,,
471,, Executive, Executive,Resigned,0,,
471,1, Junior Officer, Junior Officer, Junior Officer,0,3,3
471,, Junior Officer, Junior Officer, Senior Officer,0,,
471,, Junior Officer, Junior Officer,Resigned,0,,
471,, Junior Officer, Senior Officer, Manager,0,,
471,, Junior Officer, Senior Officer, Senior Officer,0,,
471,, Manager, Manager, Manager,0,,
471,, Manager, Manager, Senior Manager,0,,
471,, Manager, Manager,Resigned,0,,
471,, Manager, Senior Manager, Director,0,,
471,, Manager, Senior Manager, Senior Manager,0,,
471,, Senior Manager, Director, Director,0,,
471,, Senior Manager, Senior Manager, Director,0,,
471,, Senior Manager, Senior Manager, Senior Manager,0,,
471,, Senior Manager, Senior Manager,Resigned,0,,
471,, Senior Officer, Manager, Manager,0,,
471,, Senior Officer, Manager, Senior Manager,0,,
471,, Senior Officer, Senior Officer, Manager,0,,
471,, Senior Officer, Senior Officer, Senior Officer,0,,
471,, Senior Officer, Senior Officer,Resigned,0,,
471,,Newly Hired, Director, Director,0,,
471,,Newly Hired, Executive, Executive,0,,
471,,Newly Hired, Junior Officer, Junior Officer,0,,
471,,Newly Hired, Manager, Manager,0,,
471,,Newly Hired, Senior Manager, Senior Manager,0,,
471,,Newly Hired, Senior Officer, Senior Officer,0,,
472,, Director, Director, Director,0,,
472,, Director, Director, Executive,0,,
472,, Director, Director,Resigned,0,,
472,, Director, Executive, Executive,0,,
472,, Executive, Executive, Executive,0,,
472,, Executive, Executive,Resigned,0,,
472,1, Junior Officer, Junior Officer, Junior Officer,0,3,2
472,, Junior Officer, Junior Officer, Senior Officer,0,,
472,, Junior Officer, Junior Officer,Resigned,0,,
472,, Junior Officer, Senior Officer, Manager,0,,
472,, Junior Officer, Senior Officer, Senior Officer,0,,
472,, Manager, Manager, Manager,0,,
472,, Manager, Manager, Senior Manager,0,,
472,, Manager, Manager,Resigned,0,,
472,, Manager, Senior Manager, Director,0,,
472,, Manager, Senior Manager, Senior Manager,0,,
472,, Senior Manager, Director, Director,0,,
472,, Senior Manager, Senior Manager, Director,0,,
472,, Senior Manager, Senior Manager, Senior Manager,0,,
472,, Senior Manager, Senior Manager,Resigned,0,,
472,, Senior Officer, Manager, Manager,0,,
472,, Senior Officer, Manager, Senior Manager,0,,
472,, Senior Officer, Senior Officer, Manager,0,,
472,, Senior Officer, Senior Officer, Senior Officer,0,,
472,, Senior Officer, Senior Officer,Resigned,0,,
472,,Newly Hired, Director, Director,0,,
472,,Newly Hired, Executive, Executive,0,,
472,,Newly Hired, Junior Officer, Junior Officer,0,,
472,,Newly Hired, Manager, Manager,0,,
472,,Newly Hired, Senior Manager, Senior Manager,0,,
472,,Newly Hired, Senior Officer, Senior Officer,0,,
473,, Director, Director, Director,0,,
473,, Director, Director, Executive,0,,
473,, Director, Director,Resigned,0,,
473,, Director, Executive, Executive,0,,
473,, Executive, Executive, Executive,0,,
473,, Executive, Executive,Resigned,0,,
473,, Junior Officer, Junior Officer, Junior Officer,0,,
473,, Junior Officer, Junior Officer, Senior Officer,0,,
473,, Junior Officer, Junior Officer,Resigned,0,,
473,, Junior Officer, Senior Officer, Manager,0,,
473,, Junior Officer, Senior Officer, Senior Officer,0,,
473,, Manager, Manager, Manager,0,,
473,, Manager, Manager,Resigned,0,,
473,, Manager, Senior Manager, Director,0,,
473,, Manager, Senior Manager, Senior Manager,0,,
473,, Senior Manager, Director, Director,0,,
473,, Senior Manager, Senior Manager, Director,0,,
473,, Senior Manager, Senior Manager, Senior Manager,0,,
473,, Senior Manager, Senior Manager,Resigned,0,,
473,, Senior Officer, Manager, Manager,0,,
473,, Senior Officer, Manager, Senior Manager,0,,
473,, Senior Officer, Senior Officer, Manager,0,,
473,, Senior Officer, Senior Officer, Senior Officer,0,,
473,, Senior Officer, Senior Officer,Resigned,0,,
473,,Newly Hired, Director, Director,0,,
473,,Newly Hired, Executive, Executive,0,,
473,,Newly Hired, Junior Officer, Junior Officer,0,,
473,,Newly Hired, Manager, Manager,0,,
473,,Newly Hired, Senior Manager, Senior Manager,0,,
473,,Newly Hired, Senior Officer, Senior Officer,0,,
474,, Director, Director, Director,0,,
474,, Director, Director, Executive,0,,
474,, Director, Director,Resigned,0,,
474,, Director, Executive, Executive,0,,
474,, Executive, Executive, Executive,0,,
474,, Executive, Executive,Resigned,0,,
474,, Junior Officer, Junior Officer, Junior Officer,0,,
474,, Junior Officer, Junior Officer, Senior Officer,0,,
474,, Junior Officer, Junior Officer,Resigned,0,,
474,, Junior Officer, Senior Officer, Manager,0,,
474,, Junior Officer, Senior Officer, Senior Officer,0,,
474,1, Manager, Manager, Manager,0,3,3
474,, Manager, Manager, Senior Manager,0,,
474,, Manager, Manager,Resigned,0,,
474,, Manager, Senior Manager, Director,0,,
474,, Manager, Senior Manager, Senior Manager,0,,
474,, Senior Manager, Director, Director,0,,
474,, Senior Manager, Senior Manager, Director,0,,
474,, Senior Manager, Senior Manager, Senior Manager,0,,
474,, Senior Manager, Senior Manager,Resigned,0,,
474,, Senior Officer, Manager, Manager,0,,
474,, Senior Officer, Manager, Senior Manager,0,,
474,, Senior Officer, Senior Officer, Manager,0,,
474,, Senior Officer, Senior Officer, Senior Officer,0,,
474,, Senior Officer, Senior Officer,Resigned,0,,
474,,Newly Hired, Director, Director,0,,
474,,Newly Hired, Executive, Executive,0,,
474,,Newly Hired, Junior Officer, Junior Officer,0,,
474,,Newly Hired, Manager, Manager,0,,
474,,Newly Hired, Senior Manager, Senior Manager,0,,
474,,Newly Hired, Senior Officer, Senior Officer,0,,
475,, Director, Director, Director,0,,
475,, Director, Director, Executive,0,,
475,, Director, Director,Resigned,0,,
475,, Director, Executive, Executive,0,,
475,, Executive, Executive, Executive,0,,
475,, Executive, Executive,Resigned,0,,
475,1, Junior Officer, Junior Officer, Junior Officer,0,3,2
475,, Junior Officer, Junior Officer, Senior Officer,0,,
475,, Junior Officer, Junior Officer,Resigned,0,,
475,, Junior Officer, Senior Officer, Manager,0,,
475,, Junior Officer, Senior Officer, Senior Officer,0,,
475,, Manager, Manager, Manager,0,,
475,, Manager, Manager, Senior Manager,0,,
475,, Manager, Manager,Resigned,0,,
475,, Manager, Senior Manager, Director,0,,
475,, Manager, Senior Manager, Senior Manager,0,,
475,, Senior Manager, Director, Director,0,,
475,, Senior Manager, Senior Manager, Director,0,,
475,, Senior Manager, Senior Manager, Senior Manager,0,,
475,, Senior Manager, Senior Manager,Resigned,0,,
475,, Senior Officer, Manager, Manager,0,,
475,, Senior Officer, Manager, Senior Manager,0,,
475,, Senior Officer, Senior Officer, Manager,0,,
475,, Senior Officer, Senior Officer, Senior Officer,0,,
475,, Senior Officer, Senior Officer,Resigned,0,,
475,,Newly Hired, Director, Director,0,,
475,,Newly Hired, Executive, Executive,0,,
475,,Newly Hired, Junior Officer, Junior Officer,0,,
475,,Newly Hired, Manager, Manager,0,,
475,,Newly Hired, Senior Manager, Senior Manager,0,,
475,,Newly Hired, Senior Officer, Senior Officer,0,,
476,, Director, Director, Director,0,,
476,, Director, Director, Executive,0,,
476,, Director, Director,Resigned,0,,
476,, Director, Executive, Executive,0,,
476,, Executive, Executive, Executive,0,,
476,, Executive, Executive,Resigned,0,,
476,1, Junior Officer, Junior Officer, Junior Officer,0,2,3
476,, Junior Officer, Junior Officer, Senior Officer,0,,
476,, Junior Officer, Junior Officer,Resigned,0,,
476,, Junior Officer, Senior Officer, Manager,0,,
476,, Junior Officer, Senior Officer, Senior Officer,0,,
476,, Manager, Manager, Manager,0,,
476,, Manager, Manager, Senior Manager,0,,
476,, Manager, Manager,Resigned,0,,
476,, Manager, Senior Manager, Director,0,,
476,, Manager, Senior Manager, Senior Manager,0,,
476,, Senior Manager, Director, Director,0,,
476,, Senior Manager, Senior Manager, Director,0,,
476,, Senior Manager, Senior Manager, Senior Manager,0,,
476,, Senior Manager, Senior Manager,Resigned,0,,
476,, Senior Officer, Manager, Manager,0,,
476,, Senior Officer, Manager, Senior Manager,0,,
476,, Senior Officer, Senior Officer, Manager,0,,
476,, Senior Officer, Senior Officer, Senior Officer,0,,
476,, Senior Officer, Senior Officer,Resigned,0,,
476,,Newly Hired, Director, Director,0,,
476,,Newly Hired, Executive, Executive,0,,
476,,Newly Hired, Junior Officer, Junior Officer,0,,
476,,Newly Hired, Manager, Manager,0,,
476,,Newly Hired, Senior Manager, Senior Manager,0,,
476,,Newly Hired, Senior Officer, Senior Officer,0,,
477,, Director, Director, Director,0,,
477,, Director, Director,Resigned,0,,
477,, Director, Executive, Executive,0,,
477,, Executive, Executive, Executive,0,,
477,, Executive, Executive,Resigned,0,,
477,, Junior Officer, Junior Officer, Junior Officer,0,,
477,, Junior Officer, Junior Officer, Senior Officer,0,,
477,, Junior Officer, Junior Officer,Resigned,0,,
477,, Junior Officer, Senior Officer, Manager,0,,
477,, Junior Officer, Senior Officer, Senior Officer,0,,
477,, Manager, Manager, Manager,0,,
477,, Manager, Manager, Senior Manager,0,,
477,, Manager, Manager,Resigned,0,,
477,, Manager, Senior Manager, Director,0,,
477,, Manager, Senior Manager, Senior Manager,0,,
477,, Senior Manager, Director, Director,0,,
477,, Senior Manager, Senior Manager, Director,0,,
477,, Senior Manager, Senior Manager, Senior Manager,0,,
477,, Senior Manager, Senior Manager,Resigned,0,,
477,, Senior Officer, Manager, Manager,0,,
477,, Senior Officer, Manager, Senior Manager,0,,
477,, Senior Officer, Senior Officer, Manager,0,,
477,, Senior Officer, Senior Officer, Senior Officer,0,,
477,, Senior Officer, Senior Officer,Resigned,0,,
477,,Newly Hired, Director, Director,0,,
477,,Newly Hired, Executive, Executive,0,,
477,,Newly Hired, Junior Officer, Junior Officer,0,,
477,,Newly Hired, Manager, Manager,0,,
477,,Newly Hired, Senior Manager, Senior Manager,0,,
477,,Newly Hired, Senior Officer, Senior Officer,0,,
478,, Director, Director, Director,0,,
478,, Director, Director, Executive,0,,
478,, Director, Director,Resigned,0,,
478,, Director, Executive, Executive,0,,
478,, Executive, Executive, Executive,0,,
478,, Executive, Executive,Resigned,0,,
478,, Junior Officer, Junior Officer, Junior Officer,0,,
478,, Junior Officer, Junior Officer, Senior Officer,0,,
478,, Junior Officer, Junior Officer,Resigned,0,,
478,, Junior Officer, Senior Officer, Manager,0,,
478,, Junior Officer, Senior Officer, Senior Officer,0,,
478,, Manager, Manager, Manager,0,,
478,, Manager, Manager, Senior Manager,0,,
478,, Manager, Manager,Resigned,0,,
478,, Manager, Senior Manager, Director,0,,
478,, Manager, Senior Manager, Senior Manager,0,,
478,, Senior Manager, Director, Director,0,,
478,, Senior Manager, Senior Manager, Director,0,,
478,, Senior Manager, Senior Manager, Senior Manager,0,,
478,, Senior Manager, Senior Manager,Resigned,0,,
478,, Senior Officer, Manager, Manager,0,,
478,, Senior Officer, Manager, Senior Manager,0,,
478,, Senior Officer, Senior Officer, Manager,0,,
478,, Senior Officer, Senior Officer, Senior Officer,0,,
478,, Senior Officer, Senior Officer,Resigned,0,,
478,,Newly Hired, Director, Director,0,,
478,,Newly Hired, Executive, Executive,0,,
478,1,Newly Hired, Junior Officer, Junior Officer,0,,
478,,Newly Hired, Manager, Manager,0,,
478,,Newly Hired, Senior Manager, Senior Manager,0,,
478,,Newly Hired, Senior Officer, Senior Officer,0,,
479,, Director, Director, Director,0,,
479,, Director, Director, Executive,0,,
479,, Director, Director,Resigned,0,,
479,, Director, Executive, Executive,0,,
479,, Executive, Executive, Executive,0,,
479,, Executive, Executive,Resigned,0,,
479,, Junior Officer, Junior Officer, Junior Officer,0,,
479,, Junior Officer, Junior Officer, Senior Officer,0,,
479,1, Junior Officer, Junior Officer,Resigned,0,4,4
479,, Junior Officer, Senior Officer, Manager,0,,
479,, Junior Officer, Senior Officer, Senior Officer,0,,
479,, Manager, Manager, Manager,0,,
479,, Manager, Manager, Senior Manager,0,,
479,, Manager, Manager,Resigned,0,,
479,, Manager, Senior Manager, Director,0,,
479,, Manager, Senior Manager, Senior Manager,0,,
479,, Senior Manager, Director, Director,0,,
479,, Senior Manager, Senior Manager, Director,0,,
479,, Senior Manager, Senior Manager, Senior Manager,0,,
479,, Senior Manager, Senior Manager,Resigned,0,,
479,, Senior Officer, Manager, Manager,0,,
479,, Senior Officer, Manager, Senior Manager,0,,
479,, Senior Officer, Senior Officer, Manager,0,,
479,, Senior Officer, Senior Officer, Senior Officer,0,,
479,, Senior Officer, Senior Officer,Resigned,0,,
479,,Newly Hired, Director, Director,0,,
479,,Newly Hired, Executive, Executive,0,,
479,,Newly Hired, Junior Officer, Junior Officer,0,,
479,,Newly Hired, Manager, Manager,0,,
479,,Newly Hired, Senior Manager, Senior Manager,0,,
479,,Newly Hired, Senior Officer, Senior Officer,0,,
480,, Director, Director, Director,0,,
480,, Director, Director, Executive,0,,
480,, Director, Director,Resigned,0,,
480,, Director, Executive, Executive,0,,
480,, Executive, Executive, Executive,0,,
480,, Executive, Executive,Resigned,0,,
480,, Junior Officer, Junior Officer, Junior Officer,0,,
